客户ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Segment
14250,81,16,6132.86,1,4,3,保持
14251,5,19,16020.37,4,4,4,高价值
14252,7,9,1273.93,4,2,1,发展
14253,2,9,756.53,4,2,1,发展
14254,12,14,3401.7,3,4,2,发展
14255,31,12,4358.7,2,3,3,保持
14256,17,8,13481.6,3,1,3,一般
14257,105,7,1203.92,1,1,1,挽留
14258,14,7,540.6400000000001,3,1,1,一般
14259,11,10,1586.9,3,2,1,发展
14260,107,12,2827.6099999999997,1,3,2,一般
14261,17,9,7442.66,3,2,3,发展
14262,23,15,9935.78,3,4,3,高价值
14263,18,9,810.9100000000001,3,2,1,发展
14264,55,10,5605.18,1,2,3,一般
14265,18,15,42916.049999999996,3,4,4,高价值
14266,1,11,24016.15,4,2,4,发展
14267,30,13,5051.8,2,3,3,保持
14268,28,6,3648.9,2,1,3,一般
14269,67,5,522.26,1,1,1,挽留
14270,47,5,16653.06,2,1,4,一般
14271,52,10,1667.6499999999999,1,2,2,挽留
14272,100,5,911.48,1,1,1,挽留
14273,19,11,84067.67,3,2,4,发展
14274,2,8,34795.55,4,1,4,一般
14275,11,5,1329.31,3,1,1,一般
14276,6,13,3106.29,4,3,2,发展
14277,20,9,2893.11,3,2,2,发展
14278,32,7,8888.78,2,1,3,一般
14279,27,9,731.39,2,2,1,挽留
14280,67,10,5295.35,1,2,3,一般
14281,22,17,86166.2,3,4,4,高价值
14282,45,11,8911.05,2,2,3,一般
14283,4,9,1680.44,4,2,2,发展
14284,141,8,9767.27,1,1,3,一般
14285,38,9,1423.05,2,2,1,挽留
14286,38,11,9317.91,2,2,3,一般
14287,17,15,3825.3199999999997,3,4,3,高价值
14288,8,14,72444.17,4,4,4,高价值
14289,18,13,13766.8,3,3,3,高价值
14290,109,8,1822.71,1,1,2,挽留
14291,43,8,809.54,2,1,1,挽留
14292,91,12,1682.27,1,3,2,一般
14293,33,17,1975.46,2,4,2,一般
14294,27,14,2027.49,2,4,2,一般
14295,27,14,51662.85,2,4,4,保持
14296,7,11,31580.81,4,2,4,发展
14297,22,17,9991.060000000001,3,4,3,高价值
14298,75,14,44527.3,1,4,4,保持
14299,3,12,23546.76,4,3,4,高价值
14300,57,7,29655.5,1,1,4,一般
14301,4,6,438.15000000000003,4,1,1,一般
14302,29,8,10124.89,2,1,3,一般
14303,18,10,21421.82,3,2,4,发展
14304,6,15,13057.54,4,4,3,高价值
14305,57,8,853.36,1,1,1,挽留
14306,17,11,993.1999999999999,3,2,1,发展
14307,54,17,34319.25,1,4,4,保持
14308,12,14,4451.38,3,4,3,高价值
14309,26,13,3967.1,2,3,3,保持
14310,49,10,50956.670000000006,2,2,4,一般
14311,4,11,119915.84,4,2,4,发展
14312,1,14,8620.55,4,4,3,高价值
14313,3,5,673.6899999999999,4,1,1,一般
14314,22,13,4588.73,3,3,3,高价值
14315,31,11,2753.08,2,2,2,挽留
14316,8,14,1918.09,4,4,2,发展
14317,5,11,4490.72,4,2,3,发展
14318,29,15,8075.46,2,4,3,保持
14319,15,16,19682.2,3,4,4,高价值
14320,4,10,2740.01,4,2,2,发展
14321,57,9,2143.94,1,2,2,挽留
14322,82,10,1509.24,1,2,1,挽留
14323,15,8,3898.9,3,1,3,一般
14324,20,9,2335.95,3,2,2,发展
14325,21,9,764.79,3,2,1,发展
14326,73,6,39075.3,1,1,4,一般
14327,52,15,16927.79,1,4,4,保持
14328,1,11,30321.23,4,2,4,发展
14329,25,9,16616.07,2,2,4,一般
14330,38,4,331.65,2,1,1,挽留
14331,95,6,1648.96,1,1,1,挽留
14332,67,11,2743.7,1,2,2,挽留
14333,118,9,2032.3700000000001,1,2,2,挽留
14334,43,11,3428.64,2,2,2,挽留
14335,13,12,2347.04,3,3,2,发展
14336,115,12,8412.449999999999,1,3,3,保持
14337,64,11,1012.05,1,2,1,挽留
14338,76,9,761.85,1,2,1,挽留
14339,58,12,4212.09,1,3,3,保持
14340,18,8,2022.54,3,1,2,一般
14341,4,9,1198.85,4,2,1,发展
14342,63,9,3079.96,1,2,2,挽留
14343,65,14,3722.46,1,4,3,保持
14344,31,8,2365.96,2,1,2,挽留
14345,10,12,6669.150000000001,4,3,3,高价值
14346,4,10,82470.58,4,2,4,发展
14347,74,11,1064.94,1,2,1,挽留
14348,43,13,4009.15,2,3,3,保持
14349,29,8,2537.7,2,1,2,挽留
14350,6,8,1406.8799999999999,4,1,1,一般
14351,4,10,20867.429999999997,4,2,4,发展
14352,17,12,85207.64,3,3,4,高价值
14353,5,9,1546.06,4,2,1,发展
14354,129,7,273.99,1,1,1,挽留
14355,1,7,4225.3,4,1,3,一般
14356,29,12,967.55,2,3,1,一般
14357,10,8,1357.83,4,1,1,一般
14358,5,8,1196.55,4,1,1,一般
14359,60,9,1486.26,1,2,1,挽留
14360,3,12,8201.96,4,3,3,高价值
14361,4,14,19455.3,4,4,4,高价值
14362,10,13,67283.45,4,3,4,高价值
14363,112,7,16194.05,1,1,4,一般
14364,27,16,5652.63,2,4,3,保持
14365,10,11,2320.44,4,2,2,发展
14366,80,10,1545.95,1,2,1,挽留
14367,24,16,3347.61,3,4,2,发展
14368,55,4,295.4,1,1,1,挽留
14369,2,13,2325.26,4,3,2,发展
14370,11,11,10928.630000000001,3,2,3,发展
14371,31,14,12642.029999999999,2,4,3,保持
14372,23,12,2920.9,3,3,2,发展
14373,17,9,2133.35,3,2,2,发展
14374,21,8,8312.34,3,1,3,一般
14375,33,10,1585.1799999999998,2,2,1,挽留
14376,5,15,4913.24,4,4,3,高价值
14377,7,10,2998.2999999999997,4,2,2,发展
14378,58,16,5419.54,1,4,3,保持
14379,59,11,3415.31,1,2,2,挽留
14380,25,10,31199.0,2,2,4,一般
14381,6,9,4679.97,4,2,3,发展
14382,25,5,18513.35,2,1,4,一般
14383,9,9,753.87,4,2,1,发展
14384,19,11,2590.66,3,2,2,发展
14385,26,10,2638.41,2,2,2,挽留
14386,55,12,22249.04,1,3,4,保持
14387,48,10,2398.84,2,2,2,挽留
14388,23,11,32925.6,3,2,4,发展
14389,5,10,2783.17,4,2,2,发展
14390,18,12,52832.270000000004,3,3,4,高价值
14391,17,17,61826.649999999994,3,4,4,高价值
14392,27,11,2455.31,2,2,2,挽留
14393,59,4,210.0,1,1,1,挽留
14394,9,13,2550.34,4,3,2,发展
14395,1,9,885.91,4,2,1,发展
14396,2,9,5148.99,4,2,3,发展
14397,48,8,1574.8500000000001,2,1,1,挽留
14398,98,6,37761.200000000004,1,1,4,一般
14399,29,9,16120.75,2,2,4,一般
14400,78,7,1740.5500000000002,1,1,2,挽留
14401,23,8,59956.0,3,1,4,一般
14402,5,11,2653.34,4,2,2,发展
14403,8,18,12679.96,4,4,3,高价值
14404,37,11,23570.9,2,2,4,一般
14405,43,14,19721.5,2,4,4,保持
14406,9,13,5018.46,4,3,3,高价值
14407,6,16,8056.92,4,4,3,高价值
14408,2,9,33638.85,4,2,4,发展
14409,51,11,50100.8,1,2,4,一般
14410,10,12,11402.65,4,3,3,高价值
14411,86,8,1643.78,1,1,1,挽留
14412,54,11,2026.02,1,2,2,挽留
14413,11,9,52488.41,3,2,4,发展
14414,130,6,806.59,1,1,1,挽留
14415,28,16,40883.21,2,4,4,保持
14416,16,13,91186.75,3,3,4,高价值
14417,16,10,915.77,3,2,1,发展
14418,1,10,2200.41,4,2,2,发展
14419,26,13,1259.61,2,3,1,一般
14420,3,16,30804.12,4,4,4,高价值
14421,13,11,4037.05,3,2,3,发展
14422,20,9,5444.79,3,2,3,发展
14423,18,14,2669.0499999999997,3,4,2,发展
14424,38,10,914.29,2,2,1,挽留
14425,226,8,2232.45,1,1,2,挽留
14426,22,7,60112.34,3,1,4,一般
14427,76,5,37715.3,1,1,4,一般
14428,9,17,15142.449999999999,4,4,4,高价值
14429,48,7,2150.5,2,1,2,挽留
14430,20,14,40251.939999999995,3,4,4,高价值
14431,75,7,1856.76,1,1,2,挽留
14432,23,10,4616.87,3,2,3,发展
14433,25,14,39267.850000000006,2,4,4,保持
14434,48,12,2029.1,2,3,2,一般
14435,151,6,3077.55,1,1,2,挽留
14436,8,15,31387.87,4,4,4,高价值
14437,5,18,2682.32,4,4,2,发展
14438,2,11,61774.25,4,2,4,发展
14439,16,13,7750.34,3,3,3,高价值
14440,47,9,3477.2400000000002,2,2,2,挽留
14441,2,10,5857.400000000001,4,2,3,发展
14442,28,10,50435.159999999996,2,2,4,一般
14443,22,11,3402.81,3,2,2,发展
14444,43,11,10916.04,2,2,3,一般
14445,27,8,1950.99,2,1,2,挽留
14446,4,14,2848.5099999999998,4,4,2,发展
14447,14,11,57601.96,3,2,4,发展
14448,15,13,2454.01,3,3,2,发展
14449,18,19,5553.29,3,4,3,高价值
14450,39,8,1999.25,2,1,2,挽留
14451,9,12,1051.28,4,3,1,发展
14452,72,4,1046.24,1,1,1,挽留
14453,26,9,4003.79,2,2,3,一般
14454,83,7,1868.21,1,1,2,挽留
14455,20,10,1448.51,3,2,1,发展
14456,10,13,28862.71,4,3,4,高价值
14457,40,3,273.15,2,1,1,挽留
14458,11,11,13993.4,3,2,3,发展
14459,19,7,763.26,3,1,1,一般
14460,78,6,607.6500000000001,1,1,1,挽留
14461,59,8,1069.6999999999998,1,1,1,挽留
14462,15,12,1951.26,3,3,2,发展
14463,91,16,97688.26000000001,1,4,4,保持
14464,3,15,3521.15,4,4,3,高价值
14465,2,13,1443.14,4,3,1,发展
14466,82,14,3491.35,1,4,3,保持
14467,94,5,1307.8,1,1,1,挽留
14468,3,10,1239.9,4,2,1,发展
14469,23,12,13070.52,3,3,3,高价值
14470,6,9,30951.63,4,2,4,发展
14471,25,10,51758.65,2,2,4,一般
14472,1,10,1946.4,4,2,2,发展
14473,7,9,39713.880000000005,4,2,4,发展
14474,47,10,4011.1,2,2,3,一般
14475,37,8,8242.28,2,1,3,一般
14476,41,10,2583.95,2,2,2,挽留
14477,34,6,701.01,2,1,1,挽留
14478,11,9,12888.02,3,2,3,发展
14479,17,16,10849.68,3,4,3,高价值
14480,6,13,2063.17,4,3,2,发展
14481,18,15,6088.110000000001,3,4,3,高价值
14482,49,7,4106.8,2,1,3,一般
14483,27,15,8314.35,2,4,3,保持
14484,8,13,1233.49,4,3,1,发展
14485,5,11,2767.0,4,2,2,发展
14486,33,13,1882.97,2,3,2,一般
14487,26,15,3718.91,2,4,3,保持
14488,11,11,1674.43,3,2,2,发展
14489,29,12,1322.42,2,3,1,一般
14490,27,13,13196.34,2,3,3,保持
14491,68,7,7867.74,1,1,3,一般
14492,60,7,761.94,1,1,1,挽留
14493,11,12,2824.41,3,3,2,发展
14494,49,9,2098.85,2,2,2,挽留
14495,9,11,3144.57,4,2,2,发展
14496,30,13,9664.21,2,3,3,保持
14497,15,7,38945.840000000004,3,1,4,一般
14498,19,13,3009.3500000000004,3,3,2,发展
14499,14,10,81344.55,3,2,4,发展
14500,4,9,2401.79,4,2,2,发展
14501,41,12,2428.16,2,3,2,一般
14502,117,8,3209.75,1,1,2,挽留
14503,1,18,5702.58,4,4,3,高价值
14504,13,10,1607.59,3,2,1,发展
14505,56,13,62340.71000000001,1,3,4,保持
14506,1,19,17913.9,4,4,4,高价值
14507,2,8,3838.67,4,1,3,一般
14508,16,8,1488.2,3,1,1,一般
14509,29,18,10234.45,2,4,3,保持
14510,44,5,4078.5,2,1,3,一般
14511,11,14,4469.46,3,4,3,高价值
14512,6,7,9650.279999999999,4,1,3,一般
14513,30,9,39091.91,2,2,4,一般
14514,100,10,1167.56,1,2,1,挽留
14515,7,5,27318.559999999998,4,1,4,一般
14516,19,20,4072.01,3,4,3,高价值
14517,14,16,14157.0,3,4,3,高价值
14518,65,12,5713.54,1,3,3,保持
14519,29,10,38402.2,2,2,4,一般
14520,12,9,1469.28,3,2,1,发展
14521,22,8,2305.76,3,1,2,一般
14522,20,14,3287.91,3,4,2,发展
14523,1,10,1410.0,4,2,1,发展
14524,20,11,3037.5499999999997,3,2,2,发展
14525,6,10,1348.86,4,2,1,发展
14526,12,13,4409.1,3,3,3,高价值
14527,4,11,16267.6,4,2,4,发展
14528,73,7,906.1499999999999,1,1,1,挽留
14529,19,17,2434.2,3,4,2,发展
14530,24,6,1037.92,3,1,1,一般
14531,1,13,40679.47,4,3,4,高价值
14532,39,4,118.41,2,1,1,挽留
14533,69,5,3959.3500000000004,1,1,3,一般
14534,15,13,10954.95,3,3,3,高价值
14535,14,18,11239.28,3,4,3,高价值
14536,54,11,32256.07,1,2,4,一般
14537,30,8,4843.35,2,1,3,一般
14538,51,14,4303.91,1,4,3,保持
14539,45,15,2133.17,2,4,2,一般
14540,20,11,805.87,3,2,1,发展
14541,12,13,40747.3,3,3,4,高价值
14542,60,11,10730.279999999999,1,2,3,一般
14543,14,10,20912.120000000003,3,2,4,发展
14544,92,10,2995.5,1,2,2,挽留
14545,8,10,1445.95,4,2,1,发展
14546,17,9,1216.56,3,2,1,发展
14547,7,18,6984.72,4,4,3,高价值
14548,139,7,299.59000000000003,1,1,1,挽留
14549,20,11,9126.66,3,2,3,发展
14550,5,14,2638.75,4,4,2,发展
14551,35,9,30573.65,2,2,4,一般
14552,14,9,30424.1,3,2,4,发展
14553,21,16,16784.21,3,4,4,高价值
14554,76,11,87916.54,1,2,4,一般
14555,7,14,18026.95,4,4,4,高价值
14556,57,10,740.2900000000001,1,2,1,挽留
14557,118,7,1464.1200000000001,1,1,1,挽留
14558,6,8,776.74,4,1,1,一般
14559,168,7,4055.5,1,1,3,一般
14560,57,10,53796.54,1,2,4,一般
14561,2,8,5526.04,4,1,3,一般
14562,133,8,349.85999999999996,1,1,1,挽留
14563,9,14,3548.29,4,4,3,高价值
14564,32,16,14719.98,2,4,4,保持
14565,49,10,60625.299999999996,2,2,4,一般
14566,24,13,38967.44,3,3,4,高价值
14567,2,11,3304.09,4,2,2,发展
14568,1,8,60638.6,4,1,4,一般
14569,49,12,1762.46,2,3,2,一般
14570,176,8,1216.4,1,1,1,挽留
14571,13,15,4242.11,3,4,3,高价值
14572,4,7,3758.12,4,1,3,一般
14573,11,13,2464.15,3,3,2,发展
14574,26,10,1527.03,2,2,1,挽留
14575,15,13,21059.83,3,3,4,高价值
14576,59,10,2599.24,1,2,2,挽留
14577,33,14,16035.34,2,4,4,保持
14578,2,6,757.86,4,1,1,一般
14579,21,9,15134.72,3,2,4,发展
14580,45,7,10043.46,2,1,3,一般
14581,79,7,621.53,1,1,1,挽留
14582,17,11,48429.0,3,2,4,发展
14583,52,6,1744.5,1,1,2,挽留
14584,4,6,585.25,4,1,1,一般
14585,41,12,1534.26,2,3,1,一般
14586,11,9,18048.15,3,2,4,发展
14587,52,14,2337.62,1,4,2,一般
14588,34,8,16280.54,2,1,4,一般
14589,27,10,15528.34,2,2,4,一般
14590,7,8,791.75,4,1,1,一般
14591,10,7,2113.92,4,1,2,一般
14592,25,9,1596.6200000000001,2,2,1,挽留
14593,38,13,3371.41,2,3,2,一般
14594,35,16,13819.25,2,4,3,保持
14595,12,10,3540.49,3,2,3,发展
14596,20,11,1833.58,3,2,2,发展
14597,179,4,160.32999999999998,1,1,1,挽留
14598,35,11,4166.53,2,2,3,一般
14599,9,7,1081.29,4,1,1,一般
14600,13,13,41438.12,3,3,4,高价值
14601,14,9,1740.62,3,2,2,发展
14602,7,5,14371.0,4,1,3,一般
14603,3,17,31951.44,4,4,4,高价值
14604,23,11,1692.82,3,2,2,发展
14605,68,8,3693.0,1,1,3,一般
14606,54,11,1515.0700000000002,1,2,1,挽留
14607,41,6,1491.9,2,1,1,挽留
14608,61,11,2044.28,1,2,2,挽留
14609,80,5,4831.2,1,1,3,一般
14610,2,10,1721.94,4,2,2,发展
14611,26,13,1551.6399999999999,2,3,1,一般
14612,76,12,5906.45,1,3,3,保持
14613,32,8,659.54,2,1,1,挽留
14614,20,11,28350.7,3,2,4,发展
14615,3,13,39203.26,4,3,4,高价值
14616,11,15,125472.79,3,4,4,高价值
14617,21,19,4977.31,3,4,3,高价值
14618,5,10,650.12,4,2,1,发展
14619,201,10,19004.3,1,2,4,一般
14620,53,12,16185.13,1,3,4,保持
14621,4,5,498.7,4,1,1,一般
14622,53,13,11270.550000000001,1,3,3,保持
14623,37,13,3230.5,2,3,2,一般
14624,2,13,14062.1,4,3,3,高价值
14625,10,15,1433.76,4,4,1,发展
14626,14,7,796.41,3,1,1,一般
14627,75,10,946.29,1,2,1,挽留
14628,12,8,2692.67,3,1,2,一般
14629,85,10,3053.31,1,2,2,挽留
14630,54,11,2399.19,1,2,2,挽留
14631,6,11,2147.01,4,2,2,发展
14632,1,17,1991.6299999999999,4,4,2,发展
14633,16,17,4262.83,3,4,3,高价值
14634,7,9,50735.55,4,2,4,发展
14635,14,6,854.45,3,1,1,一般
14636,12,17,10013.1,3,4,3,高价值
14637,54,13,1848.6399999999999,1,3,2,一般
14638,88,13,17774.2,1,3,4,保持
14639,5,12,3536.31,4,3,3,高价值
14640,11,11,4168.45,3,2,3,发展
14641,75,11,4291.17,1,2,3,一般
14642,7,12,19647.15,4,3,4,高价值
14643,29,11,10207.09,2,2,3,一般
14644,36,10,2541.3,2,2,2,挽留
14645,96,14,15736.94,1,4,4,保持
14646,9,13,62183.5,4,3,4,高价值
14647,34,13,19952.64,2,3,4,保持
14648,69,15,32277.39,1,4,4,保持
14649,70,11,3648.5299999999997,1,2,3,一般
14650,23,9,31108.31,3,2,4,发展
14651,61,4,4792.45,1,1,3,一般
14652,27,10,2039.0,2,2,2,挽留
14653,34,10,1716.78,2,2,2,挽留
14654,11,15,2502.0,3,4,2,发展
14655,22,14,2936.47,3,4,2,发展
14656,15,13,2208.81,3,3,2,发展
14657,6,9,3381.46,4,2,2,发展
14658,31,12,3514.61,2,3,3,保持
14659,17,14,1794.84,3,4,2,发展
14660,6,11,8860.0,4,2,3,发展
14661,27,14,2013.1499999999999,2,4,2,一般
14662,142,8,1175.3400000000001,1,1,1,挽留
14663,17,11,859.15,3,2,1,发展
14664,41,13,2975.75,2,3,2,一般
14665,12,7,1598.1,3,1,1,一般
14666,11,6,946.4499999999999,3,1,1,一般
14667,95,10,1296.35,1,2,1,挽留
14668,22,8,3957.5,3,1,3,一般
14669,1,12,2124.44,4,3,2,发展
14670,2,7,2003.1499999999999,4,1,2,一般
14671,8,11,2630.5,4,2,2,发展
14672,18,12,1519.74,3,3,1,发展
14673,5,12,58180.49,4,3,4,高价值
14674,2,14,63264.03999999999,4,4,4,高价值
14675,1,16,34260.44,4,4,4,高价值
14676,30,16,19808.45,2,4,4,保持
14677,28,9,6420.700000000001,2,2,3,一般
14678,39,13,2356.49,2,3,2,一般
14679,41,15,2503.43,2,4,2,一般
14680,20,13,1057.59,3,3,1,发展
14681,47,10,902.9300000000001,2,2,1,挽留
14682,28,17,5834.3,2,4,3,保持
14683,41,12,1265.51,2,3,1,一般
14684,77,16,5545.73,1,4,3,保持
14685,20,9,2196.75,3,2,2,发展
14686,4,9,30427.16,4,2,4,发展
14687,6,14,15553.73,4,4,4,高价值
14688,83,11,2059.63,1,2,2,挽留
14689,17,16,18160.69,3,4,4,高价值
14690,10,17,72502.39,4,4,4,高价值
14691,41,11,44763.299999999996,2,2,4,一般
14692,6,9,865.25,4,2,1,发展
14693,32,11,6337.76,2,2,3,一般
14694,15,10,1561.55,3,2,1,发展
14695,22,10,1384.35,3,2,1,发展
14696,92,10,6454.5,1,2,3,一般
14697,37,12,10984.25,2,3,3,保持
14698,26,13,51896.21000000001,2,3,4,保持
14699,19,11,2799.86,3,2,2,发展
14700,64,6,1139.35,1,1,1,挽留
14701,9,12,6638.6900000000005,4,3,3,高价值
14702,83,11,1946.63,1,2,2,挽留
14703,39,11,3518.1,2,2,3,一般
14704,10,11,2473.46,4,2,2,发展
14705,110,13,2418.66,1,3,2,一般
14706,6,17,1589.0,4,4,1,发展
14707,30,15,7044.540000000001,2,4,3,保持
14708,70,12,6925.41,1,3,3,保持
14709,6,6,265.99,4,1,1,一般
14710,135,7,3282.7700000000004,1,1,2,挽留
14711,34,11,1097.01,2,2,1,挽留
14712,15,9,17631.22,3,2,4,发展
14713,67,12,17997.260000000002,1,3,4,保持
14714,1,13,3035.88,4,3,2,发展
14715,9,8,3728.26,4,1,3,一般
14716,27,10,1884.45,2,2,2,挽留
14717,61,12,921.0799999999999,1,3,1,一般
14718,21,13,12009.04,3,3,3,高价值
14719,16,11,18742.22,3,2,4,发展
14720,72,11,1328.1599999999999,1,2,1,挽留
14721,34,12,19927.08,2,3,4,保持
14722,17,15,12109.07,3,4,3,高价值
14723,32,9,3370.71,2,2,2,挽留
14724,62,11,1633.34,1,2,1,挽留
14725,9,10,338.15000000000003,4,2,1,发展
14726,121,12,7561.360000000001,1,3,3,保持
14727,9,9,5482.26,4,2,3,发展
14728,4,16,31026.52,4,4,4,高价值
14729,46,13,2426.11,2,3,2,一般
14730,1,9,69868.37000000001,4,2,4,发展
14731,30,8,50136.01,2,1,4,一般
14732,1,12,2159.9700000000003,4,3,2,发展
14733,33,15,29561.25,2,4,4,保持
14734,5,11,5921.51,4,2,3,发展
14735,1,11,1085.3,4,2,1,发展
14736,27,9,2755.8,2,2,2,挽留
14737,31,8,1168.56,2,1,1,挽留
14738,48,7,1709.95,2,1,2,挽留
14739,29,11,1627.1599999999999,2,2,1,挽留
14740,86,5,2056.16,1,1,2,挽留
14741,30,10,15637.9,2,2,4,一般
14742,26,9,2340.55,2,2,2,挽留
14743,21,13,34725.78999999999,3,3,4,高价值
14744,12,8,31846.44,3,1,4,一般
14745,107,11,6506.69,1,2,3,一般
14746,12,15,2150.33,3,4,2,发展
14747,14,12,2099.02,3,3,2,发展
14748,39,10,873.81,2,2,1,挽留
14749,25,15,43840.41,2,4,4,保持
14750,128,10,2079.8,1,2,2,挽留
14751,28,9,2601.05,2,2,2,挽留
14752,9,12,1983.3,4,3,2,发展
14753,43,9,27851.530000000002,2,2,4,一般
14754,16,12,2511.73,3,3,2,发展
14755,4,9,1697.01,4,2,2,发展
14756,12,11,1732.55,3,2,2,发展
14757,36,8,72583.71,2,1,4,一般
14758,23,13,50649.59,3,3,4,高价值
14759,34,8,2253.1,2,1,2,挽留
14760,4,11,31532.17,4,2,4,发展
14761,63,6,30187.2,1,1,4,一般
14762,41,11,77667.03,2,2,4,一般
14763,53,9,62165.66,1,2,4,一般
14764,24,7,49924.8,3,1,4,一般
14765,17,11,100863.51,3,2,4,发展
14766,9,11,103036.12,4,2,4,发展
14767,34,10,5746.490000000001,2,2,3,一般
14768,17,14,10054.460000000001,3,4,3,高价值
14769,14,13,26657.23,3,3,4,高价值
14770,49,15,43707.7,2,4,4,保持
14771,42,7,626.51,2,1,1,挽留
14772,10,6,401.95,4,1,1,一般
14773,70,5,883.0899999999999,1,1,1,挽留
14774,42,12,926.54,2,3,1,一般
14775,15,9,855.6600000000001,3,2,1,发展
14776,48,11,1917.04,2,2,2,挽留
14777,75,12,4609.2300000000005,1,3,3,保持
14778,16,9,1364.08,3,2,1,发展
14779,9,8,1290.04,4,1,1,一般
14780,44,10,2163.35,2,2,2,挽留
14781,42,16,11371.27,2,4,3,保持
14782,12,14,2909.84,3,4,2,发展
14783,7,14,9062.44,4,4,3,高价值
14784,34,7,803.79,2,1,1,挽留
14785,76,9,38249.3,1,2,4,一般
14786,13,7,3194.3100000000004,3,1,2,一般
14787,47,11,1181.6,2,2,1,挽留
14788,9,9,1167.44,4,2,1,发展
14789,10,12,51849.63,4,3,4,高价值
14790,20,11,1499.69,3,2,1,发展
14791,34,20,4224.71,2,4,3,保持
14792,16,11,2713.1,3,2,2,发展
14793,96,10,13812.16,1,2,3,一般
14794,13,12,2480.25,3,3,2,发展
14795,42,7,721.66,2,1,1,挽留
14796,106,10,51312.86,1,2,4,一般
14797,37,8,2383.06,2,1,2,挽留
14798,15,14,2165.79,3,4,2,发展
14799,25,14,53476.83,2,4,4,保持
14800,7,11,1823.6599999999999,4,2,2,发展
14801,10,17,2424.66,4,4,2,发展
14802,7,9,4264.17,4,2,3,发展
14803,26,15,4604.21,2,4,3,保持
14804,2,6,378.56999999999994,4,1,1,一般
14805,30,9,1041.46,2,2,1,挽留
14806,116,9,1045.01,1,2,1,挽留
14807,3,13,8366.56,4,3,3,高价值
14808,35,11,3230.81,2,2,2,挽留
14809,23,12,1281.3799999999999,3,3,1,发展
14810,26,10,5636.26,2,2,3,一般
14811,24,10,12728.9,3,2,3,发展
14812,12,11,2321.16,3,2,2,发展
14813,28,10,8989.35,2,2,3,一般
14814,35,17,1934.81,2,4,2,一般
14815,11,9,9555.07,3,2,3,发展
14816,30,14,1780.35,2,4,2,一般
14817,95,15,13337.87,1,4,3,保持
14818,10,15,2480.9500000000003,4,4,2,发展
14819,90,6,3714.79,1,1,3,一般
14820,36,12,1918.69,2,3,2,一般
14821,72,12,4944.24,1,3,3,保持
14822,12,12,1117.91,3,3,1,发展
14823,5,15,11854.89,4,4,3,高价值
14824,8,13,1356.94,4,3,1,发展
14825,41,15,17903.0,2,4,4,保持
14826,17,9,9968.17,3,2,3,发展
14827,3,13,71623.59999999999,4,3,4,高价值
14828,15,14,1989.02,3,4,2,发展
14829,8,14,97884.45,4,4,4,高价值
14830,26,19,5417.32,2,4,3,保持
14831,38,4,2471.45,2,1,2,挽留
14832,91,13,1833.19,1,3,2,一般
14833,12,10,1915.25,3,2,2,发展
14834,84,12,1832.63,1,3,2,一般
14835,86,9,2449.61,1,2,2,挽留
14836,7,8,14455.66,4,1,4,一般
14837,15,6,577.1,3,1,1,一般
14838,13,8,858.04,3,1,1,一般
14839,70,7,5259.04,1,1,3,一般
14840,1,16,2146.63,4,4,2,发展
14841,11,11,3944.04,3,2,3,发展
14842,80,12,64175.1,1,3,4,保持
14843,4,10,4616.64,4,2,3,发展
14844,106,12,39015.93,1,3,4,保持
14845,11,13,3282.44,3,3,2,发展
14846,76,8,601.1,1,1,1,挽留
14847,5,19,6163.84,4,4,3,高价值
14848,12,10,3049.6,3,2,2,发展
14849,5,18,61655.67,4,4,4,高价值
14850,75,8,26374.25,1,1,4,一般
14851,8,9,4400.13,4,2,3,发展
14852,45,11,1472.53,2,2,1,挽留
14853,34,8,4146.02,2,1,3,一般
14854,10,15,3765.2200000000003,4,4,3,高价值
14855,5,9,6669.05,4,2,3,发展
14856,4,9,1238.79,4,2,1,发展
14857,33,9,22183.2,2,2,4,一般
14858,81,14,5128.24,1,4,3,保持
14859,34,15,9493.34,2,4,3,保持
14860,3,16,4089.06,4,4,3,高价值
14861,27,10,3790.08,2,2,3,一般
14862,29,16,29602.34,2,4,4,保持
14863,16,5,847.0,3,1,1,一般
14864,20,16,3678.7599999999998,3,4,3,高价值
14865,11,13,22437.73,3,3,4,高价值
14866,121,8,1405.64,1,1,1,挽留
14867,61,5,873.11,1,1,1,挽留
14868,50,11,1473.46,1,2,1,挽留
14869,22,12,1848.9499999999998,3,3,2,发展
14870,24,9,10427.759999999998,3,2,3,发展
14871,28,14,62362.08,2,4,4,保持
14872,14,14,4126.49,3,4,3,高价值
14873,21,15,28832.42,3,4,4,高价值
14874,29,7,17304.39,2,1,4,一般
14875,50,19,6738.349999999999,1,4,3,保持
14876,21,13,1528.13,3,3,1,发展
14877,15,9,1610.35,3,2,1,发展
14878,16,7,1217.75,3,1,1,一般
14879,49,10,1731.56,2,2,2,挽留
14880,14,6,15816.45,3,1,4,一般
14881,12,15,1820.72,3,4,2,发展
14882,50,12,4998.86,1,3,3,保持
14883,6,12,5184.01,4,3,3,高价值
14884,27,12,21450.6,2,3,4,保持
14885,32,10,1622.02,2,2,1,挽留
14886,12,13,53122.56,3,3,4,高价值
14887,65,17,2168.0,1,4,2,一般
14888,49,12,10417.509999999998,2,3,3,保持
14889,31,13,5811.849999999999,2,3,3,保持
